Park Name,Town/Suburb,State,Chain/Brand,Source,Website,Latitude,Longitude,Family Score,Pool,Waterpark,Jumping Pillow,Playground,Beach,Pet Friendly,Google Rating,Review Count,Location Page
Emerald Cabin and Caravan Village,QLD Central Highlands,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/central-highlands/emerald-cabin-and-caravan-village,,,,,,,,,,,,
1770 Holiday Village,QLD Seventeen Seventy 1770,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/seventeen-seventy-1770/captain-cook-holiday-village,,,,,,,,,,,,
Outback Pioneers,QLD Outback,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/outback-queensland/outback-pioneers,,,,,,,,,,,,
Southside Holiday Village,QLD Rockhampton,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/rockhampton/southside-holiday-village,,,,,,,,,,,,
Keppel Sands Caravan Park,QLD Capricorn Coast,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/capricorn-coast/keppel-sands-caravan-park,,,,,,,,,,,,
Tasman Holiday Parks - Fisherman’s Beach,QLD Emu Park,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/emu-park/fishermans-beach-holiday-park,,,,,,,,,,,,
"Discovery Parks - Coolwaters, Yeppoon",QLD Capricorn,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/capricorn/coolwaters-yeppoon,,,,,,,,,,,,
Charters Towers Tourist Park,QLD Charters Towers,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/charters-towers/charters-towers-tourist-park,,,,,,,,,,,,
Wintersun Cabin and Caravan Park,NT Alice Springs,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/alice-springs/wintersun-cabin-and-caravan-park,,,,,,,,,,,,
Bowen Holiday Park,QLD Bowen - Whitsundays,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/bowen---whitsundays/bowen-holiday-park,,,,,,,,,,,,
Sunset Tourist Park,QLD Mount Isa,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/mount-isa/sunset-top-tourist-park,,,,,,,,,,,,
Discovery Resorts - Glen Helen,NT MacDonnell,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/macdonnell/glen-helen,,,,,,,,,,,,
Townsville Tourist & Lifestyle Village,QLD Townsville,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/townsville/townsville-tourist-and-lifestyle-village,,,,,,,,,,,,
Coral Coast Tourist Park,QLD Townsville,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/townsville/coral-coast-tourist-park,,,,,,,,,,,,
Ingham Tourist Park,QLD Cairns,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/cairns/ingham-tourist-park,,,,,,,,,,,,
Kookaburra Holiday Park,QLD Tropical North,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/tropical-north-queensland/kookaburra-holiday-park,,,,,,,,,,,,
Discovery Resorts - Undara,QLD Tropical North,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/tropical-north/undara-experience,,,,,,,,,,,,
Mission Beach Hideaway Holiday Village,QLD Mission Beach,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/mission-beach/mission-beach-hideaway-holiday-village,,,,,,,,,,,,
King Reef Resort,QLD Kurrimine Beach,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/kurrimine-beach/king-reef-resort,,,,,,,,,,,,
Esperance Pink Lake Tourist Park,WA Esperance,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/esperance/esperance-pink-lake-tourist-park,,,,,,,,,,,,
Tirranna Springs Roadhouse,QLD Tropical North,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/tropical-north/tirranna-springs-roadhouse,,,,,,,,,,,,
First City Caravilla,QLD Cairns City,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/cairns-city/first-city-caravilla,,,,,,,,,,,,
Crystal Cascades Holiday Park,QLD Cairns,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/cairns/crystal-cascades-holiday-park,,,,,,,,,,,,
Lake Placid Rainforest Retreat,QLD Cairns,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/cairns/lake-placid-tourist-park,,,,,,,,,,,,
Hopetoun Beachside Caravan Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/hopetoun-beachside-caravan-park,,,,,,,,,,,,
Cooktown Holiday Park,QLD Cooktown,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/cooktown/cooktown-holiday-park,,,,,,,,,,,,
Cheynes Beach Caravan Park,WA Cheynes Beach - Albany,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/cheynes-beach---albany/cheynes-beach-caravan-park,,,,,,,,,,,,
Acclaim Albany Holiday Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/acclaim-albany-holiday-park,,,,,,,,,,,,
Kojonup Caravan Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/kojonup-caravan-park,,,,,,,,,,,,
Coalmine Beach Holiday Park,WA Walpole,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/walpole/coalmine-beach-holiday-park,,,,,,,,,,,,
Fontys Pool & Caravan Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/fontys-pool-and-caravan-park,,,,,,,,,,,,
Larrimah Wayside Inn,NT Katherine Daly,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/katherine-daly/larrimah-wayside-inn-caravan-park,,,,,,,,,,,,
Collie Tourist Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/collie-river-valley-tourist-park,,,,,,,,,,,,
Lake Brockman Tourist Park,WA Harvey,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/harvey/lake-brockman-tourist-park,,,,,,,,,,,,
Dwellingup Chalet and Caravan Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/dwellingup-chalet-and-caravan-park,,,,,,,,,,,,
Lake Navarino Holiday Park,WA South West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/south-west/lake-navarino-holiday-park,,,,,,,,,,,,
Bunbury Glade Caravan Park,WA Bunbury,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/bunbury/bunbury-glade-caravan-park,,,,,,,,,,,,
Mandurah Caravan & Tourist Park,WA Mandurah,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/mandurah/mandurah-caravan-and-tourist-park,,,,,,,,,,,,
Banksia Tourist Park,WA Perth,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/perth/banksia-tourist-park,,,,,,,,,,,,
Mandurah Twin Waters Caravan Park,WA Dawesville,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/dawesville/twin-waters-caravan-park,,,,,,,,,,,,
Fremantle Village,WA Fremantle,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/fremantle/fremantle-village,,,,,,,,,,,,
Gracetown Caravan Park,WA Margaret River - Gracetown,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/margaret-river---gracetown/gracetown-caravan-park,,,,,,,,,,,,
Karrinyup Waters Resort,WA Perth,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/perth/karrinyup-waters-resort,,,,,,,,,,,,
Riverview Tourist Village,NT Katherine,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/katherine/riverview-tourist-village,,,,,,,,,,,,
Experience Lancelin Holiday Park,WA Lancelin,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/lancelin/experience-lancelin-holiday-park,,,,,,,,,,,,
Kimberleyland Waterfront Holiday Park,WA Kununurra,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/kununurra/kimberleyland-holiday-park,,,,,,,,,,,,
Dongara Tourist Park,WA Dongara Port Denison,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/dongara-port-denison/dongara-tourist-park,,,,,,,,,,,,
Seaspray Beach Holiday Park,WA Dongara Port Denison,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/dongara-port-denison/seaspray-beach-holiday-park,,,,,,,,,,,,
Sunset Beach Holiday Park,WA Geraldton,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/geraldton/sunset-beach-holiday-park,,,,,,,,,,,,
Belair Gardens Caravan Park,WA Geraldton,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/geraldton/belair-gardens-caravan-park,,,,,,,,,,,,
Litchfield Tourist Park,NT Litchfield,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/litchfield/litchfield-tourist-park,,,,,,,,,,,,
AAOK Lakes Resort & Caravan Park,NT Litchfield Kakadu Arnhem,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/litchfield-kakadu-arnhem/aaok-lakes-resort-and-caravan-park,,,,,,,,,,,,
Port Gregory Caravan Park,WA Gregory,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/gregory/port-gregory-caravan-park,,,,,,,,,,,,
Dundee Beach Holiday Park,Dundee Beach,NT,G'Day Parks,GDay,https://gdayparks.com.au/parks/northern-territory/dundee-beach/dundee-beach-holiday-park,,,,,,,,,,,,
Kalbarri Tudor Holiday Park,Kalbarri,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/kalbarri/kalbarri-tudor-holiday-park,,,,,,,,,,,,
Capricorn Holiday Park,Carnarvon,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/carnarvon/capricorn-holiday-park,,,,,,,,,,,,
"Discovery Parks - Pilbara, Karratha",North West,WA,G'Day Parks,GDay,https://gdayparks.com.au/parks/western-australia/north-west/pilbara-karratha,,,,,,,,,,,,
Discovery Parks - Discovery Parks - Lake Tinaroo,QLD Tropical North,QLD,G'Day Parks,GDay,https://gdayparks.com.au/parks/queensland/tropical-north/lake-tinaroo,,,,,,,,,,,,
Acacia Hills Caravan Park,Acacia Hills,NT,Kui Parks,Kui,https://kuiparks.com.au/parks/acacia-hills-caravan-park,,,,,,,,,,,,
Apex Riverbeach Holiday Park,Holiday Mildura,VIC,Kui Parks,Kui,https://kuiparks.com.au/parks/apex-riverbeach-holiday-park,,,,,,,,,,,,
Barambah Bush Caravan and Camping Park,Acres Murgon,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/barambah-bush-caravan-and-camping-park,,,,,,,,,,,,
Beach Park Tourist Caravan Park,Phillip Island,VIC,Kui Parks,Kui,https://kuiparks.com.au/parks/beach-park-tourist-caravan-park,,,,,,,,,,,,
Blacksmith Beachside Holiday Park,,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/blacksmith-beachside-holiday-park,,,,,,,,,,,,
Coonamble Riverside Holiday Park,,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/coonamble-riverside-holiday-park,,,,,,,,,,,,
Coraki Riverside Caravan Park,Coraki,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/coraki-riverside-caravan-park,,,,,,,,,,,,
Country Road Caravan Park,hospitality Uralla,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/country-road-caravan-park,,,,,,,,,,,,
Crystal Creek Caravan Park,Await! Mutarnee,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/crystal-creek-caravan-park,,,,,,,,,,,,
Dalmeny Campground,,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/dalmeny-campground,,,,,,,,,,,,
Diamond Waters Caravan Park,River Dunbogan,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/diamond-waters-caravan-park,,,,,,,,,,,,
Drummond Cove Holiday Park,"Buller, Geraldton",WA,Kui Parks,Kui,https://kuiparks.com.au/parks/drummond-cove-holiday-park,,,,,,,,,,,,
Edenhope Lakeside Tourist Park,Cheers! Edenhope,VIC,Kui Parks,Kui,https://kuiparks.com.au/parks/edenhope-lakeside-tourist-park,,,,,,,,,,,,
Four Seasons Holiday Park,setting Busselton,WA,Kui Parks,Kui,https://kuiparks.com.au/parks/four-seasons-holiday-park-0,,,,,,,,,,,,
Gogeldrie Riverside Park,Serenity! Gogeldrie,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/gogeldrie-riverside-park,,,,,,,,,,,,
Harbour View Caravan Park,Comfort! Cowell,SA,Kui Parks,Kui,https://kuiparks.com.au/parks/harbour-view-caravan-park,,,,,,,,,,,,
Holbrook Motor Village,Surprised! Holbrook,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/holbrook-motor-village,,,,,,,,,,,,
Inverell Caravan Park,Park Inverell,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/inverell-caravan-park,,,,,,,,,,,,
Khancoban Lakeside Caravan Park,Winter! Khancoban,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/khancoban-lakeside-caravan-park,,,,,,,,,,,,
Kingston-on-Murray Caravan Park,on Murray,SA,Kui Parks,Kui,https://kuiparks.com.au/parks/kingston-on-murray-caravan-park,,,,,,,,,,,,
Lake Leslie Tourist Park,Leslie Dam,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/lake-leslie-tourist-park,,,,,,,,,,,,
Maaroom Caravan Park,unwind Maaroom,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/maaroom-caravan-park,,,,,,,,,,,,
Manjimup Central Caravan Park,"Street, MANJIMUP",WA,Kui Parks,Kui,https://kuiparks.com.au/parks/manjimup-central-caravan-park,,,,,,,,,,,,
Melrose Caravan and Tourist Park,Experience Melrose,SA,Kui Parks,Kui,https://kuiparks.com.au/parks/melrose-caravan-tourist-park,,,,,,,,,,,,
Minlaton Caravan Park,Peninsula Minlaton,SA,Kui Parks,Kui,https://kuiparks.com.au/parks/minlaton-caravan-park,,,,,,,,,,,,
Monto Caravan and Cabin Park,Gorge Monto,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/monto-caravan-and-cabin-park,,,,,,,,,,,,
Moruya North Head Campground,,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/moruya-north-head-campground,,,,,,,,,,,,
Mount Gambier Central Caravan Park,Mount Gambier,SA,Kui Parks,Kui,https://kuiparks.com.au/parks/mount-gambier-central-caravan-park,,,,,,,,,,,,
Mount Larcom Tourist Park,Mt. Larcom,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/mount-larcom-tourist-park,,,,,,,,,,,,
Mystery Bay Campground,,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/mystery-bay-campground,,,,,,,,,,,,
Oakwood Caravan Park,friendliness Bundaberg,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/oakwood-caravan-park,,,,,,,,,,,,
Oasis Tourist Park,hideaway Virginia,NT,Kui Parks,Kui,https://kuiparks.com.au/parks/oasis-tourist-park,,,,,,,,,,,,
Pioneer Tourist Park,Cobb Highway,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/pioneer-tourist-park,,,,,,,,,,,,
Planet Earth Adventures,Mt. Surprise,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/planet-earth-adventures,,,,,,,,,,,,
Rich River Tourist Park,track! Echuca,VIC,Kui Parks,Kui,https://kuiparks.com.au/parks/rich-river-tourist-park,,,,,,,,,,,,
Riverside Burrum Heads,,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/riverside-burrum-heads,,,,,,,,,,,,
Robinvale Riverside Caravan Park,Fun Robinvale,VIC,Kui Parks,Kui,https://kuiparks.com.au/parks/robinvale-riverside-caravan-park,,,,,,,,,,,,
Sapphire Caravan & Cabin Park,setting Sapphire,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/sapphire-caravan-cabin-park,,,,,,,,,,,,
Tingha Gems Caravan Park,Gems! Tingha,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/tingha-gems-caravan-park,,,,,,,,,,,,
Tiny Away Escape @ Granite Belt,Belt Stanthorpe,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/tiny-away-escape-granite-belt,,,,,,,,,,,,
Traveller's Rest 1770 Eco Camping,,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/travellers-rest-1770-eco-camping,,,,,,,,,,,,
Trinity Islands Holiday Park,Burrum River,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/trinity-islands-holiday-park,,,,,,,,,,,,
Tropical Hibiscus Caravan Park,Wongaling Beach,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/tropical-hibiscus-caravan-park,,,,,,,,,,,,
Wangi Point Holiday Park,,NSW,Kui Parks,Kui,https://kuiparks.com.au/parks/wangi-point-holiday-park,,,,,,,,,,,,
Waterfront Holiday Park,,SA,Kui Parks,Kui,https://kuiparks.com.au/parks/waterfront-holiday-park,,,,,,,,,,,,
Wide Bay Getaway,Coast Bidwill,QLD,Kui Parks,Kui,https://kuiparks.com.au/parks/wide-bay-getaway,,,,,,,,,,,,
Williams Motel & Caravan Park,Secure Williams,WA,Kui Parks,Kui,https://kuiparks.com.au/parks/williams-motel-caravan-park,,,,,,,,,,,,
Alice Springs Tourist Park,ALICE SPRINGS,NT,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Captain Cook Holiday Park,BRUNY ISLAND,TAS,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Cardwell Van Park,CARDWELL,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Coolum Beach Holiday Park,SUNSHINE COAST,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Cotton Tree Holiday Park,SUNSHINE COAST,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Dicky Beach Family Holiday Park,SUNSHINE COAST,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Geelong Surfcoast Highway Holiday Park,GEELONG,VIC,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Gwydir Carapark & Thermal Pools,MOREE,NSW,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Holiday Lifestyle Henty Bay Portland,PORTLAND,VIC,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Maroochydore Beach Holiday Park,SUNSHINE COAST,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Mooloolaba Beach Holiday Park,SUNSHINE COAST,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Mudjimba Beach Holiday Park,SUNSHINE COAST,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Riverside Tourist Park,ROCKHAMPTON,QLD,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Second Valley Caravan Park,SECOND VALLEY,SA,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Surfside Holiday Park,WARRNAMBOOL,VIC,Family Parks Australia,FamilyParks,,,,,,,,,,,,,
Belmont Lakeside Caravan Park,Belmont,NSW,Lake Mac Holiday Parks,LakeMac,https://lakemacholidayparks.com.au/belmont-lakeside-caravan-park,,,,,,,,,,,,
Blacksmiths Beachside Caravan Park,Blacksmiths,NSW,Lake Mac Holiday Parks,LakeMac,https://lakemacholidayparks.com.au/blacksmiths-beachside-caravan-park,,,,,,,,,,,,
Swansea Lakeside Caravan Park,Swansea,NSW,Lake Mac Holiday Parks,LakeMac,https://lakemacholidayparks.com.au/swansea-lakeside-caravan-park,,,,,,,,,,,,
Wangi Point Caravan Park,Wangi,NSW,Lake Mac Holiday Parks,LakeMac,https://lakemacholidayparks.com.au/wangi-point-caravan-park,,,,,,,,,,,,
Sails Caravan Park,Sails,NSW,Lake Mac Holiday Parks,LakeMac,https://lakemacholidayparks.com.au/sails-caravan-park,,,,,,,,,,,,
Barlings Beach Holiday Park,,NSW,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/barlings-beach-holiday-park,,,,,,,,,,,,
Koala Shores Holiday Park,,NSW,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/koala-shores-holiday-park,,,,,,,,,,,,
The Black Dolphin Merimbula,,NSW,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/tween-waters-merimbula,,,,,,,,,,,,
Adelaide Caravan Park,City,SA,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/adelaide-caravan-park,,,,,,,,,,,,
Highway 1 Holiday & Lifestyle Park,,SA,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/highway-1-holiday-and-lifestyle-park,,,,,,,,,,,,
Karratha,,WA,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/aspen-karratha-village,,,,,,,,,,,,
Darwin FreeSpirit Resort,,NT,Aspen Holiday Parks,Aspen,https://aspenholidayparks.com.au/darwin-freespirit-resort,,,,,,,,,,,,
The Holiday Park,West Beach,SA,West Beach Parks,WestBeach,https://www.westbeachparks.com.au/holiday-accommodation/the-holiday-park,,,,,,,,,,,,
The Retreat,West Beach,SA,West Beach Parks,WestBeach,https://www.westbeachparks.com.au/holiday-accommodation/the-retreat,,,,,,,,,,,,
Diamond Beach Holiday Park,Diamond Beach,NSW,Independent,Manual,https://www.diamondbeachpark.com.au/,,,,,,,,,,,,
